course_id,title,platform,subscribers
639848,PHP Graphic Techniques: CAPTCHA/ Create a verification code,u,8320
942366,Introductory To HTML and CSS,u,4106
1103448,Learn how to convert PSD to HTML and CSS responsive,u,5324
945602,PHP User Login Registration Script With All Features,u,5603
446608,AJAX : Let's build a COOL project,u,4183
866384,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,u,301
678150,Laravel Homestead,u,3883
980114,The Complete TypeScript Programming Guide for Web Developers,u,236
17887,JavaScript with BackboneJS and Bootstrap CSS - Advanced,u,1758
465210,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,u,1266
967422,XML DOM :basics for beginners,u,920
708558,Learn HTML Basics From Scratch,u,5004
783686,Byte-Sized-Chunks: Dynamic Prototypes in Javascript,u,880
551072,Build Websites from Scratch with Squarespace,u,342
1004008,Introduction to web programming for GIS applications,u,205
344224,Java Spring Security,u,527
235104,Responsive Html5 Theme Development,u,1517
598970,What’s New in Bootstrap 4,u,130
543346,ReactJS Course: Learn JavaScript Library Used by Facebook&IG,u,1018
575644,Building a Ruby on Rails Application with Neo4j,u,4830
877036,Sara Learns to Code.  Making an App from Scratch,u,402
691760,Ajax  for Beginners: A Very Basic Introduction,u,755
579182,Wordpress Essentials: Useful Plugins,u,1087
1071060,Django by Example,u,170
235990,Build A Great Wordpress Website For Your Business in 2 Hours,u,1054
469678,Wordpress on AWS: The Easy way to AWS for Free Fast hosting ,u,245
708514,Mastering TypeScript,u,353
601260,Mastering AngularJS UI Development,u,464
687642,Custom Theme Creation for WordPress using HTML5 and CSS3,u,298
654422,Create a PHP Contact Form in Bootstrap,u,2238
902748,Introduction To Data Analytics Using Microsoft Power BI,u,1764
634754,HTML Made Simple For Beginners: Create a One Page Website,u,3380
1112844,The Complete Web Developer Masterclass: Beginner To Advanced,u,1030
1026206,Website Builder Software Previews,u,1406
484872,Learn How to Create Your Own Social Network,u,4732
773824,"Learn By Example: The Foundations of HTML, CSS & Javascript",u,1724
846578,JavaScript manipulation of the DOM Document Object Model,u,1618
358508,Create Jekyll blog and host it on Github like a Ninja,u,5056
975060,Learn React JS from scratch,u,1562
904818,Web Security: Common Vulnerabilities And Their Mitigation,u,1547
472526,PHP for Beginners,u,2626
241590,Make a professional website - 30 Day Guarantee. Discounted!,u,11167
1182108,Symfony 3: Build a PHP Application with Symfony,u,466
1156648,Learn ASP.Net Web API 2 for Absolute Beginner,u,1355
642696,Build a Website in 30 Minutes,u,5065
1121696,Google Blogger : How to Create a Blog,u,1763
389240,How to Make a Website Without Coding- WordPress & Web Skills,u,6413
297044,Learn WCF And Web APIs From Scratch,u,5398
462668,How To Build A Website From Scratch + Blogging Blueprint,u,7017
565282,Learn To Create Different Website Layouts & Media Queries ,u,6510
1011550,Build Sign Up and Login Forms With Bootstrap Modal,u,1898
409618,"Build a Real Time web app in node.js , Angular.js, mongoDB",u,3299
1226008,Superb jQuery Course - Become Certified jQuery Developer,u,817
1211960,How To Build A Facebook Messenger Chat Bot From Scratch,u,1798
1169848,"Build Your Own Calculator App with Javascript, HTML5 & CSS",u,3688
896858,The Complete WordPress Development & Customization Course,u,1611
696016,HTML CSS Easy steps to create a web template from scratch,u,11574
993148,Learn jQuery AJAX in 1 hour,u,2547
1145206,Develop Competitive Plugins for WordPress and WooCommerce,u,2063
534376,Get Results - Core Principles of Web Development Tricks Tips,u,22355
570416,JSON Faster Sleeker & Easier Discover the benefits learn it,u,8577
1017116,Get to know HTML Learn HTML Basics,u,10674
1243474,Ultimate Css & JQuery Form Designing From Beginner to Expert,u,783
732556,PHP: Complete Registration and Login with Email Verification,u,12781
426196,JavaScript from Beginner to Expert,u,5484
747552,Build a website HTML5 CSS3 Beginner Course,u,7884
556922,Learn Ruby on Rails: Stripe Payment Processing,u,15724
1147064,WordPress For Beginners | No Coding Required,u,3106
651780,jQuery For Beginners : A Basic Introduction,u,6293
944906,WordPress Plugins and Widgets,u,8711
674646,PHP Essential How to create build Amazing websites with PHP,u,8067
673420,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,u,9332
584758,Bootstrap 3 Beginners: Create a Professional Landing Page,u,3271
1189280,Introduction to Node.js for Beginners,u,1367
543090,Introduction to Coding with Ruby,u,5077
611308,Complete PHP and MySql Course: From Beginner to Professional,u,6508
959604,Angular JS Essentials,u,4687
540724,How To Setup Web Hosting,u,11758
1089652,"Web Application Development using Redis, Express, and Socket",u,300
1049344,How to Start a WordPress Blog - Complete Beginners Guide!,u,3784
786494,CSS3 Gradients for Web Designers,u,1209
611518,Learn ASP NET MVC 5 step by step,u,1428
956888,Tumult Hype Pro Basics: HTML5 Animations Made Easier,u,716
188828,Web Hosting Set Up and WordPress Installation For Beginners,u,12563
382258,Ruby on Rails 4---A Test-Driven Approach,u,1518
955138,AJAX :basics for beginners,u,1241
1085064,Let's JavaScript!  Code a calculator,u,380
1038786,JavaScript from Beginner to Advanced,u,395
512000,WordPress Theme Academy with Bootstrap,u,1169
1148412,Building a eCommerce Startup in 4 Hours [Livestream],u,1114
1254172,Responsive PHP Registration Form: From Scratch,u,5738
1105778,A-Frame WebVR Programming Tutorial Series (Virtual Reality),u,6648
1240522,Learn Bootstrap And Make Responsive Websites,u,1605
903526,HTML Web Development Crash Course,u,4848
53256,Bootstrap Basics: Program Responsive Websites,u,4743
1030440,Projects with JSON and APIs,u,1520
947498,Web Design HTML CSS How to Create a Website from Scratch,u,3601
761768,"Create Complete Sign up System using PHP, jQuery and Ajax",u,4033
173134,Adobe Flash for Beginners - Build Flash Website From Scratch,u,17071
881210,Learn Complete WordPress for Building a Professional Sites,u,13708
1140232,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,u,430
767656,Bootstrap Essential Training - Create Your Very Own Website,u,2643
671960,Angular 2 Jump Start With Typescript,u,1731
686764,Learn Plugin Development in WordPress By Building  Projects,u,1313
862478,"Build Your Startup with No Coding (Design, Develop & Ship)",u,775
834600,The Web Developers Guide: Learn HTML & CSS Fundamentals,u,2243
690788,Learn PHP Programming for Absolute Beginners - Lite,u,2749
854756,Learn Drupal 8 - With a Live Project,u,2012
1023668,Supreme NodeJS Course - For Beginners,u,1080
482404,CSS3 for beginners,u,3831
624578,Javascript for beginners,u,2071
753940,Become a Bootstrap Expert: Build 20 Layouts!,u,2755
862428,PHP : Learn to upload files to Amazon S3 and use CloudFront,u,1216
739770,PHP MySQL: Learn PHP MySQL with Project,u,2314
599532,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,u,8770
270808,Projects in Django and Python,u,1764
106156,"Create, Update and Manage Your Own Website Using Drupal 7",u,2837
589342,Learn HTML - The programming language to build a webpage!,u,1655
37684,Learn To Program JavaScript (in ten easy steps),u,2721
964118,Bootstrap :basics for beginners,u,1152
212374,Introduction to CSS Development,u,15493
970252,PHP :basics for beginners,u,1562
465870,Beginning Oracle WebLogic for Administrators,u,9786
442504,Build an HTML5 and CSS3 Website in 35 Minutes,u,1904
1121650,Angular 2 Routing: Up And Running,u,3357
737758,Advanced Prezi: Make Amazing Presentations ,u,2200
72262,1 hour jQuery,u,5456
443746,The WpFASTER WordPress Speed Optimization Master Course,u,2134
416282,How to Build Your Own Website with WordPress: A Step-by-Step Guide ,u,4675
645714,Build Apps with ReactJS: The Complete Course,u,1433
929260,Learn SASS: from beginner to expert,u,1734
683394,The complete HTML5 course,u,3461
311916,Create a Responsive Website with Bootstrap 3,u,4076
1009166,Lerning PHP by building website,u,567
947116,Learn PHP Object Oriented Features with Simple Examples,u,1723
835712,Crash Course - Learn to Create a PHP MVC Framework,u,1282
954036,JSON :basics for beginners,u,2052
745120,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,u,1874
797040,Complete Guide to Front-End Web Development and Design,u,1119
795278,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",u,1023
8324,Javascript for Beginners,u,3697
756914,MongooseJS Essentials - Learn MongoDB for Node.js,u,21682
405840,Regular Expressions for Beginners - Universal,u,1975
899534,Learn Redis from Scratch,u,553
570848,WordPress Plugin Development -> Deep dive discovery!,u,2650
714678,Learn Ajax and jquery with PHP,u,2964
791610,Create a business website with WordPress,u,1624
631472,DesktopServer : Install WordPress Locally  - Work Anywhere!,u,1640
856530,Understand PHP Arrays and HTTP Request in a Better Way,u,1627
530092,Mastering CSS,u,1815
1211160,The Complete Wordpress Theme Development Guide,u,1011
977470,The Complete HMTL5 Course - Go From Beginner To Advanced!,u,2430
504316,Learn Jquery from Scratch 2-Hour Training ,u,5318
389018,How to Create a Wordpress Website from Scratch - No Coding,u,7018
937206,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,u,1634
739090,The Complete Guide to JavaScript Development,u,3590
720144,Basic HTML CSS and Web Design,u,4030
365816,Build Professional WordPress Website,u,4020
977474,Ultimate CSS3 Course - From Beginners To Professional,u,2635
481696,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer,u,7211
978850,Learn by Example : ReactJS,u,1496
825354,React.js Quickly: Developing Scalable Web User Interfaces,u,4447
822670,JavaScript - Tricks and Workarounds,u,1410
65492,Kids Coding - Beginner HTML,u,6628
1051672,Learn PHP from scratch!!,u,1908
688968,PHP with PDO - ULTIMATE Crash Course,u,1248
495484,JavaScript for beginners with live examples,u,4587
398456,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,u,2351
615084,Laravel(5.2) PHP Framework  Jump Start for beginners,u,3898
492818,Professional WordPress Theme Development For 2017,u,3185
1055322,Learn Laravel PHP Framework Building Multi User SEO Blog APP,u,557
1112604,Javascript Specialist,u,408
424864,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,u,1703
516062,JavaScript Intro to learning JavaScript web programming,u,17554
92760,Crash Course: Fundamentals Of HTML & CSS From Scratch.,u,7368
1064104,"Laravel, the complete guide with real world projects",u,676
900434,VueJS V1 Introduction to VueJS JavaScript Framework,u,3632
609992,HTML CSS: Essential steps to learn HTML CSS,u,10576
77642,Learn HTML 5 in 1 hour,u,11643
269006,Learn Html5 & CSS3 from scratch,u,13960
151956,Responsive Web Design: Made Easy,u,5085
908996,Parse Server: From Front End to Full Stack,u,1130
269638,Codeigniter: How to use Codeigniter that drives knowledge,u,14606
452684,jQuery for Beginners - Create Website Animations Easily,u,2971
844458,How to Build Chat Bots: From Beginner to Intermediate,u,2814
403604,Web Development with BootStrap - 16 Instant Themes Included!,u,1355
549094,Install a Wordpress Theme the Correct Way & Charge Others,u,2335
59014,Coding for Entrepreneurs Basic,u,121584
45941,The CSS and CSS3 Crash Course,u,2051
851868,Build a Business or Personal Website Using Wordpress,u,1069
814206,Learn By Example: PHP For Dynamic Websites,u,1439
590406,Learn ReactJS: Code Like A Facebook Developer,u,1948
680180,Learn to Build Web Apps using D3JS,u,841
899492,How to create awesome website and e-commerce in 1 hour,u,937
1056848,Joomla for Beginners - Learn how to build a website with CMS,u,583
846412,Learning Drupal 8,u,577
336938,Learn How To Build a Web Application Without Coding,u,9364
375136,Rock Solid Wordpress Security - Secure Web Development,u,5052
602218,Mastering JavaScript,u,694
1022682,PHP Laravel 5:Creating a CRUD application,u,511
968304,XQUERY :basics for beginners,u,937
180547,PHP Development with the Laravel Framework,u,1611
1178762,WordPress Development - Themes and Plugins Complete Guide,u,103
641236,Basic JavaScript: Build 4 Basic JavaScript Projects,u,670
130168,HTML and CSS for Beginning Web Developers,u,1606
1002210,Popular JavaScript Framework:Learn The Language Of Angular 2,u,260
1076424,The Ultimate Guide to the Best WordPress Plugins Part 1,u,122
968278,XSLT :basics for beginners,u,877
50528,The Complete Wordpress Plugin Development Course - 8 Plugins,u,1215
1075808,JSON Crash Course for Beginners,u,3323
560996,You can create Incredible Websites with HTML CSS learn how,u,11892
654680,JavaScript Tricks how to create code projects from scratch,u,15106
975906,The Sass Course! Learn Sass for Real-World Websites,u,975
951060,Web Design How to Create a Website HTML CSS Bootstrap,u,5263
1142202,Master Angular 4 by Example - Build 7 Awesome Apps!,u,596
159760,Create A Custom Responsive WordPress Website For A Client,u,7517
30243,Mastering HTML5 Programming - The Easier Way,u,21653
566910,How to Launch Your Own Website Builder Service,u,9028
783158,Getting Started with HTML,u,7375
554384,Spring Framework 4 (Java Enterprise JEE) with AngularJS,u,5177
1027812,Build A Weather App With Ajax Using Open Weather Map API,u,6548
607048,Essentials of JavaScript Practice Coding Exercises Tips,u,28125
704732,Learn and Earn with HTML & CSS,u,9349
574876,Get started Creating Websites Everything you need provided,u,14260
803378,JavaScript in Action JavaScript Projects,u,7720
715516,Modern Web Development with Laravel 5.2 (PHP Framework),u,2142
101864,Programming for Entrepreneurs - JavaScript,u,12873
682484,Create a Website from Scratch using HTML CSS step by step,u,12882
657734,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,u,12368
797038,Learn jQuery by Example Course,u,8625
1099956,Bootstrap 4 Theme Development Masterclass,u,2641
1211800,Wordpress Theme Development for Beginners,u,1052
958750,Web Design Creating websites from scratch,u,13920
515188,HTML Learning the Basics Intro to HTML website coding,u,7416
1172740,Learn how to use Javascript Components with PHP and Symfony,u,1822
846832,So you think you know JavaScript?,u,1010
943306,Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,u,1425
11153,Learn jQuery: An In-depth Course For Beginners,u,7014
147908,JavaScript for Beginning Web Developers,u,7785
688092,JQuery Create Overlay Popups from scratch using Jquery,u,4407
1047968,Vue JS 2: From Beginner to Professional,u,602
585496,Ultimate AngularJS: Build a Real-World App from Scratch,u,1712
911712,Wordpress Site Migration,u,1894
803074,introduction to HTML Course,u,3258
200742,Create Single Page Website using Twitter Bootstrap 3,u,7449
1072248,The All-In-One Web Development Course,u,538
143028,Code a Responsive Website Using HTML5 and CSS for Beginners,u,1271
173888,AngularJS for the Real World - Learn by creating a WebApp,u,1407
361620,Wordpress Tutorial   ,u,2311
418386,Create a REAL Social Network like Facebook in PHP + MySQL,u,1002
212398,Advanced Node.js Development,u,2565
1097778,ASP.NET MVC 5 Project - Facebook Clone,u,210
653852,Bootstrap For Beginners: A  Basic Introduction,u,1186
598516,jQuery for Beginners,u,1421
900794,JavaScript Basics For Web Developers,u,958
564546,Learn PHP from Scratch,u,1550
516064,Learn Express,u,1309
1024844,"Build A Web App with VueJS, Spring Framework and MongoDB",u,251
631754,Zend Framework 2: Learn the PHP framework ZF2 from scratch,u,723
142666,Improved SEO with Rich Snippets and MicroData,u,11026
440006,X theme for WordPress: Responsive web design without code!,u,1318
